опюия кхяр;;;;;;;;;;;
"ннн ""лнрнпкюим""";;;;;;;;;;;
12.03.15;;;;;;;;;;;
;;;;;;;;;;;
йНД;йНД 2;лНДЕКЭ;мЮХЛЕМНБЮМХЕ РНБЮПНБ;аПЩМД;яРПЮМЮ ОПНХГБНДХРЕКЭ;йНКХВЕЯРБН;лХМ. ЙНКХВЕЯРБН;аЮГНБЮЪ ЖЕМЮ ГЮ 1ЬР.;жЕМЮ ЯН ЯЙХДЙНИ -20%;"жЕМЮ ЯН
ЯЙХДЙНИ -25%";юКЭР.МНЛЕПЮ
GFCD-002;93740495;REZZO;тхкэрп яюкнммши;ONNURI;йнпеъ, пеяосакхйю;5;1;344,50;275,60;241,15;
GFCK-001;0K55361C14A;CARNIVAL;тхкэрп яюкнммши;ONNURI;йнпеъ, пеяосакхйю;9;1;313,30;250,64;219,31;
GFCK-018;0K2N16152XB;SPECTRA/SHM II;тхкэрп яюкнммши;ONNURI;йнпеъ, пеяосакхйю;20;1;344,50;275,60;241,15;
GFCK-011;971332K000;SOUL;тхкэрп яюкнммши;ONNURI;йнпеъ, пеяосакхйю;6;1;315,90;252,72;221,13;
GFCH-018;971332G000;SONATA NF (2008-)/MAGENTIS/SANTA FE (2006-)/GRANDEUR TG;тхкэрп яюкнммши;ONNURI;йнпеъ, пеяосакхйю;4;1;304,20;243,36;212,94;
GFCD-001;96327366;EVANDA;тхкэрп яюкнммши;ONNURI;йнпеъ, пеяосакхйю;5;1;330,20;264,16;231,14;
GFCD-007;96440878;CAPTIVA;тхкэрп яюкнммши;ONNURI;йнпеъ, пеяосакхйю;31;1;315,90;252,72;221,13;
GFCH-008;971332H001;ELANTRA (2006-)/CEED (2012-)/i30 (2012-)/VERNA;тхкэрп яюкнммши;ONNURI;йнпеъ, пеяосакхйю;40;1;362,05;289,64;253,44;
GFCK-002;971332F010;CERATO/MOHAVE;тхкэрп яюкнммши;ONNURI;йнпеъ, пеяосакхйю;24;1;307,45;245,96;215,22;
GFCK-003;971332E910;SORENTO (2006-);тхкэрп яюкнммши;ONNURI;йнпеъ, пеяосакхйю;12;1;278,85;223,08;195,20;
GFCH-016;971332E210;TUCSON (07.2006-)/iX35/SPORTAGE (09.2006-)/CERATO (10.2008-)/RIO (12.2008-)/i40/VELOSTER/CARENS/GEN;тхкэрп яюкнммши;ONNURI;йнпеъ, пеяосакхйю;33;1;315,25;252,20;220,68;
GFCK-010;9713307010;PICANTO I/II (2006-)/i10;тхкэрп яюкнммши;ONNURI;йнпеъ, пеяосакхйю;10;1;316,55;253,24;221,59;
GFCK-015;976193C102;MAGENTIS II (06.2003-);тхкэрп яюкнммши;ONNURI;йнпеъ, пеяосакхйю;3;1;329,55;263,64;230,69;
GFCH-004;9761938100;MAGENTIS/SON EF (-06.2001);тхкэрп яюкнммши;ONNURI;йнпеъ, пеяосакхйю;8;1;313,95;251,16;219,77;
GFCH-012;976171C001;VERNA/GTZ;тхкэрп яюкнммши;ONNURI;йнпеъ, пеяосакхйю;46;1;302,90;242,32;212,03;
GFCD-005;96554421;LACETTI;тхкэрп яюкнммши;ONNURI;йнпеъ, пеяосакхйю;27;1;302,90;242,32;212,03;
GFCD-006;96449577;AVEO;тхкэрп яюкнммши;ONNURI;йнпеъ, пеяосакхйю;19;1;273,00;218,40;191,10;
GFAG-505;4B0819439C;AUDI A4/S4/A6/S6/RS4/RS6/SEAT EXEO;тхкэрп яюкнммши;ONNURI;йнпеъ, пеяосакхйю;5;1;456,95;365,56;319,87;
GFAG-500;1J0819644;AUDI A3/S3/BORA/GOLF/JETTA/LUPO/POLO;тхкэрп яюкнммши;ONNURI;йнпеъ, пеяосакхйю;5;1;456,95;365,56;319,87;
GFCY-006;6812008130;REXTON (07.2002-);тхкэрп яюкнммши;ONNURI;йнпеъ, пеяосакхйю;5;1;350,35;280,28;245,25;
GFCG-097;27277-EN000;NISSAN X-TRAIL II (2007-)/QASHQAI I (-2014);тхкэрп яюкнммши;ONNURI;йнпеъ, пеяосакхйю;5;1;349,70;279,76;244,79;
GFCG-025;80291SAAE01;HONDA JAZZ;тхкэрп яюкнммши;ONNURI;йнпеъ, пеяосакхйю;5;1;478,40;382,72;334,88;
GFCG-106;8713930040;TOYOTA AVENSIS/CAMRY/COROLLA/LANDCRUISER/PREVIA/PRIUS/RAV4/VERSO-S/YARIS/CROWN/ALPHARD/WISH/LEXUS;тхкэрп яюкнммши;ONNURI;йнпеъ, пеяосакхйю;4;1;432,25;345,80;302,58;
GFCG-036;8713932010;TOYOTA CAMRY V (-2006)/LAND CRUISER PRADO II (-2009)/FJ CRUISER/4RUNNER/SIENNA/LEXUS ES/RX II/GX470;тхкэрп яюкнммши;ONNURI;йнпеъ, пеяосакхйю;5;1;356,85;285,48;249,80;
GFCG-077;8856802030;TOYOTA AVENSIS II (-2008)/COROLLA (-2007)/COROLLA VERSO II;тхкэрп яюкнммши;ONNURI;йнпеъ, пеяосакхйю;5;1;304,20;243,36;212,94;
GFCY-011;6811634000;ACTYON II (08.2010-);тхкэрп яюкнммши;ONNURI;йнпеъ, пеяосакхйю;22;1;401,70;321,36;281,19;
GFCD-012;13271190;CRUZE/ORLANDO/MALIBU/VOLT/AVEO III/OPEL ASTRA J/INSIGNIA/AMPERA/MERIVA B/MOKKA/ZAFIRA C/SAAB 9-5 II;тхкэрп яюкнммши;ONNURI;йнпеъ, пеяосакхйю;24;1;315,90;252,72;221,13;
GFCH-017;971332L000;CEED (2010-);тхкэрп яюкнммши;ONNURI;йнпеъ, пеяосакхйю;15;1;287,30;229,84;201,11;
GFCH-019;976174H000;STAREX/H-1 (10.2007-);тхкэрп яюкнммши;ONNURI;йнпеъ, пеяосакхйю;66;1;315,90;252,72;221,13;
GFCH-031;971332E250;TUCSON (04.2004-06.2011)/iX35/SPORTAGE (06.2010-);тхкэрп яюкнммши;ONNURI;йнпеъ, пеяосакхйю;19;1;345,80;276,64;242,06;
GFCK-005;0K2FA6152X;CARENS II;тхкэрп яюкнммши;ONNURI;йнпеъ, пеяосакхйю;1;1;350,35;280,28;245,25;
GFCH-007;971332D205;XD/MTRX;тхкэрп яюкнммши;ONNURI;йнпеъ, пеяосакхйю;14;1;278,85;223,08;195,20;
GFCK-019;971331H000;CEED;тхкэрп яюкнммши;ONNURI;йнпеъ, пеяосакхйю;15;1;287,30;229,84;201,11;
GFCK-016;976193C200;MAGENTIS II (06.2003-);тхкэрп яюкнммши (йнлокейр);ONNURI;йнпеъ, пеяосакхйю;5;1;291,20;232,96;203,84;
GFCD-010;13271191;CRUZE/ORLANDO/MALIBU/VOLT/AVEO III/OPEL ASTRA J/INSIGNIA/AMPERA/MERIVA B/MOKKA/ZAFIRA C/SAAB 9-5 II;тхкэрп яюкнммши сцнкэмши;ONNURI;йнпеъ, пеяосакхйю;2;1;334,10;267,28;233,87;
GFFH-006;3191129000;LANTRA 1.6/ACCENT 1.5/COUPE;тхкэрп рнокхбмши;ONNURI;йнпеъ, пеяосакхйю;28;1;280,15;224,12;196,11;
GFFD-005;96335719D;MATIZ/LAN/LEG/NUB/LCTT;тхкэрп рнокхбмши;ONNURI;йнпеъ, пеяосакхйю;25;1;200,20;160,16;140,14;
GFFD-007;96537170;AVEO;тхкэрп рнокхбмши;ONNURI;йнпеъ, пеяосакхйю;18;1;208,65;166,92;146,06;
GFFK-022;0K2AA20490A;SPECTRA 1.5/SE II/SHM I-II;тхкэрп рнокхбмши;ONNURI;йнпеъ, пеяосакхйю;12;1;258,70;206,96;181,09;
GFFH-018;3194541001;HD 65/72 (10.1998-)/COUNTY (03.1998-);тхкэрп рнокхбмши;ONNURI;йнпеъ, пеяосакхйю;4;1;209,95;167,96;146,97;
GFFH-043;3192226910;H-1/SANTA FE 2.2 TCI/MATRIX/CARENS;тхкэрп рнокхбмши;ONNURI;йнпеъ, пеяосакхйю;1;1;391,30;313,04;273,91;
GFFH-035;3191102100;ATOS (-2003);тхкэрп рнокхбмши;ONNURI;йнпеъ, пеяосакхйю;5;1;208,65;166,92;146,06;
GFFG-113;B6BF20490;MAZDA 323 (1994-)/626/121/MX-3/RX7/KIA SEPHIA;тхкэрп рнокхбмши;ONNURI;йнпеъ, пеяосакхйю;10;1;239,85;191,88;167,90;
GFFG-051;16900SM4A31;HONDA ACCORD 2.0/2.2/2.3 (1991-1997)/CIVIC 1.5/1.6 (-1996)/CR-X/ROVER 600;тхкэрп рнокхбмши;ONNURI;йнпеъ, пеяосакхйю;4;1;301,60;241,28;211,12;
GFFK-030;0K55613480;CARNIVAL (1999-2005);тхкэрп рнокхбмши;ONNURI;йнпеъ, пеяосакхйю;5;1;954,20;763,36;667,94;
GFFD-011;96816473;CAPTIVA DSL/EPICA/LACETTI/NUBIRA/CITROEN/PEUGEOT/OPEL/FIAT/SAAB/SUBARU/SUZUKI;тхкэрп рнокхбмши;ONNURI;йнпеъ, пеяосакхйю;6;1;293,15;234,52;205,21;
GFFH-012;3197643670;H-100 (1993-);тхкэрп рнокхбмши;ONNURI;йнпеъ, пеяосакхйю;10;1;311,35;249,08;217,95;
GFFH-032;319113A000;TRAJET (2000-);тхкэрп рнокхбмши;ONNURI;йнпеъ, пеяосакхйю;5;1;228,80;183,04;160,16;
GFFD-003;96130396;NEXIA/ES;тхкэрп рнокхбмши;ONNURI;йнпеъ, пеяосакхйю;19;1;228,80;183,04;160,16;
GFFH-003;3191122000;ACCENT 1.3/1.5/LANTRA/SCOUPE;тхкэрп рнокхбмши;ONNURI;йнпеъ, пеяосакхйю;4;1;231,40;185,12;161,98;
GFFH-004;3191125000;ACCENT/VERNA 1.5/1.6/COUPE 1.6/2.0;тхкэрп рнокхбмши;ONNURI;йнпеъ, пеяосакхйю;15;1;244,40;195,52;171,08;
GFFY-003;2247634000;ACTYON NEW/KOR;тхкэрп рнокхбмши - йюрпхдф;ONNURI;йнпеъ, пеяосакхйю;12;1;2 232,75;1 786,20;1 562,93;
GFFH-037;319224H001;STAREX TCI (2007-)/iX35/H-100/SANTA FE 2.0/TRAJET/TUCSON/SPORTAGE/CARNIVAL/SOUL;тхкэрп рнокхбмши - йюрпхдф;ONNURI;йнпеъ, пеяосакхйю;3;1;492,70;394,16;344,89;
GFFH-052;319704A710;H-1 (2001-);тхкэрп рнокхбмши б яанпе;ONNURI;йнпеъ, пеяосакхйю;4;1;4 077,45;3 261,96;2 854,22;
GFFK-008;0K71E23570;SPORTAGE/PRG (-09.2000)/BST 2.2 DSL;тхкэрп рнокхбмши дхгекэ;ONNURI;йнпеъ, пеяосакхйю;5;1;225,55;180,44;157,89;
GFFH-034;319222B900;iX35 2.0 TCI/SANTA FE/iX55/i40/MATRIX/CARENS/SORENTO;тхкэрп рнокхбмши дхгекэ;ONNURI;йнпеъ, пеяосакхйю;5;1;373,10;298,48;261,17;
GFFY-001;6610903055;MUSSO/KOR/REX/IST DSL;тхкэрп рнокхбмши дхгекэ;ONNURI;йнпеъ, пеяосакхйю;11;1;235,95;188,76;165,17;
GFFH-025;319112E900;SPORTAGE II 2.0 TCI;тхкэрп рнокхбмши дхгекэ;ONNURI;йнпеъ, пеяосакхйю;5;1;4 175,60;3 340,48;2 922,92;
4531031700; ;NISSAN ALMERA CLASSIC (SM3);юлнпрхгюрнп гюдмхи;SAMSUNG;йнпеъ, пеяосакхйю;6;1;4 737,20;3 789,76;3 552,90;
4421031700; ;NISSAN ALMERA CLASSIC (SM3);юлнпрхгюрнп оепедмхи кебши Я юая;SAMSUNG;йнпеъ, пеяосакхйю;10;1;4 518,80;3 615,04;3 389,10;
4422031700; ;NISSAN ALMERA CLASSIC (SM3);юлнпрхгюрнп оепедмхи опюбши Я юая;SAMSUNG;йнпеъ, пеяосакхйю;10;1;5 060,90;4 048,72;3 795,68;
4224031300; ;NISSAN ALMERA CLASSIC (SM3);аюпюаюм рнплнгмни;SAMSUNG;йнпеъ, пеяосакхйю;1;1;4 158,70;3 326,96;3 119,03;
217100005R; ;RENAULT FLUENCE (SM3);аювнй пюяьхпхрекэмши;SAMSUNG;йнпеъ, пеяосакхйю;5;1;1 097,85;878,28;823,39;
3131731010; ;NISSAN ALMERA CLASSIC (SM3);аювнй яжеокемхъ;SAMSUNG;йнпеъ, пеяосакхйю;1;1;422,50;338,00;316,88;
5196031024; ;NISSAN ALMERA CLASSIC (SM3);акнй опеднупюмхрекеи мхфмъъ вюярэ;SAMSUNG;йнпеъ, пеяосакхйю;1;1;279,50;223,60;209,63;
1214741900; ;NISSAN ALMERA CLASSIC (SM3)/ALMERA (N15/N16)/TINO/PRIMERA (P11/P12)/SUNNY/WINGROAD;анкр цаж;SAMSUNG;йнпеъ, пеяосакхйю;4;1;337,35;269,88;253,01;
2251031700; ;NISSAN ALMERA CLASSIC (SM3);бемрхкърнп нукюфдемхъ дбхцюрекъ б яанпе;SAMSUNG;йнпеъ, пеяосакхйю;5;1;18 169,45;14 535,56;13 627,09;
12215BC22A; ;RENAULT FLUENCE (SM3) 1.6/QASHQAI 1.6;бйкюдшьх йнпеммше ярд 2;SAMSUNG;йнпеъ, пеяосакхйю;1;1;282,75;226,20;212,06;
2242231000; ;NISSAN ALMERA CLASSIC (SM3);брскйю пюдхюрнпю мхфмъъ;SAMSUNG;йнпеъ, пеяосакхйю;9;1;58,50;46,80;43,88;
4451331010; ;NISSAN ALMERA CLASSIC (SM3);брскйю ярюахкхгюрнпю оепедмецн;SAMSUNG;йнпеъ, пеяосакхйю;2;1;74,75;59,80;56,06;
4452131010; ;NISSAN ALMERA CLASSIC (SM3);брскйю ярнийх ярюахкхгюрнпю опълюъ;SAMSUNG;йнпеъ, пеяосакхйю;4;1;33,15;26,52;24,86;
4347051010; ;NISSAN ALMERA CLASSIC (SM3);цюийю йнкеяю;SAMSUNG;йнпеъ, пеяосакхйю;16;1;47,45;37,96;35,59;
3917131701; ;NISSAN ALMERA CLASSIC (SM3);дюрвхй Aая оепедмхи кебши;SAMSUNG;йнпеъ, пеяосакхйю;2;1;2 321,15;1 856,92;1 740,86;
3917231701; ;NISSAN ALMERA CLASSIC (SM3);дюрвхй Aая оепедмхи опюбши;SAMSUNG;йнпеъ, пеяосакхйю;1;1;2 321,15;1 856,92;1 740,86;
2344443900; ;NISSAN ALMERA CLASSIC (SM3);дюрвхй йхякнпндмши ╧ 02 гюдмхи;SAMSUNG;йнпеъ, пеяосакхйю;2;1;4 802,20;3 841,76;3 601,65;
2344041920; ;NISSAN ALMERA CLASSIC (SM3);дюрвхй йхякнпндмши ╧ 02 оепедмхи;SAMSUNG;йнпеъ, пеяосакхйю;2;1;4 688,45;3 750,76;3 516,34;
3664631000; ;NISSAN ALMERA CLASSIC (SM3) M/T;дюрвхй мерпюкэмни оепедювх;SAMSUNG;йнпеъ, пеяосакхйю;1;1;1 242,15;993,72;931,61;
1732043900; ;NISSAN ALMERA CLASSIC (SM3);дюрвхй онкнфемхъ йнкембюкю;SAMSUNG;йнпеъ, пеяосакхйю;2;1;2 189,20;1 751,36;1 641,90;
2345012920; ;NISSAN ALMERA CLASSIC (SM3);дюрвхй релоепюрспш бндш;SAMSUNG;йнпеъ, пеяосакхйю;12;1;551,20;440,96;413,40;
4862831020; ;NISSAN ALMERA CLASSIC (SM3);дюрвхй спнбмъ фхдйнярх рнплнгмни яхярелш;SAMSUNG;йнпеъ, пеяосакхйю;10;1;154,05;123,24;115,54;
3120143800; ;NISSAN ALMERA CLASSIC (SM3);дхяй яжеокемхъ;SAMSUNG;йнпеъ, пеяосакхйю;5;1;4 163,25;3 330,60;3 122,44;
432007595R; ;RENAULT FLUENCE (SM3);дхяй рнплнгмни гюдмхи;SAMSUNG;йнпеъ, пеяосакхйю;10;2;11 629,15;9 303,32;8 721,86;
4214052701; ;NISSAN TEANA/INFINITI G35;дхяй рнплнгмни оепедмхи;SAMSUNG;йнпеъ, пеяосакхйю;2;1;5 575,05;4 460,04;4 181,29;
1811023900; ;NISSAN ALMERA CLASSIC (SM3);хмфейрнп;SAMSUNG;йнпеъ, пеяосакхйю;1;1;3 708,25;2 966,60;2 781,19;
1721041920; ;NISSAN ALMERA (N16) 1.5/1.8/PRIMERA III 1.6/1.8;йюрсьйю гюфхцюмхъ;SAMSUNG;йнпеъ, пеяосакхйю;2;1;3 678,35;2 942,68;2 758,76;
3110143800; ;NISSAN ALMERA CLASSIC (SM3);йнпгхмю яжеокемхъ;SAMSUNG;йнпеъ, пеяосакхйю;5;1;3 408,60;2 726,88;2 556,45;
1253141920; ;NISSAN ALMERA CLASSIC (SM3);йпшьйю люякнгюкхбмни цнпкнбхмш;SAMSUNG;йнпеъ, пеяосакхйю;4;1;132,60;106,08;99,45;
2246031700; ;NISSAN ALMERA CLASSIC (SM3) M/T;йпшьйю пюдхюрнпю;SAMSUNG;йнпеъ, пеяосакхйю;1;1;549,90;439,92;412,43;
1341043800; ;NISSAN ALMERA CLASSIC (SM3);люунбхй;SAMSUNG;йнпеъ, пеяосакхйю;1;1;6 736,60;5 389,28;5 052,45;
2251431120; ;NISSAN ALMERA CLASSIC (SM3);лнрнп бемрхкърнпю;SAMSUNG;йнпеъ, пеяосакхйю;1;1;4 341,35;3 473,08;3 256,01;
2211041910; ;NISSAN ALMERA CLASSIC (SM3);мюяня бндъмни;SAMSUNG;йнпеъ, пеяосакхйю;1;1;3 735,55;2 988,44;2 801,66;
4711031050; ;NISSAN ALMERA CLASSIC (SM3);мюяня цхдпнсяхкхрекъ;SAMSUNG;йнпеъ, пеяосакхйю;1;1;8 635,25;6 908,20;6 476,44;
2751031700; ;NISSAN ALMERA CLASSIC (SM3);мюяня рнокхбмши;SAMSUNG;йнпеъ, пеяосакхйю;5;1;10 319,40;8 255,52;7 739,55;
130709U50A; ;RENAULT FLUENCE (SM3) 1.6;мюръфхрекэ жеох цпл;SAMSUNG;йнпеъ, пеяосакхйю;5;1;3 203,20;2 562,56;2 402,40;
4423031010; ;NISSAN ALMERA CLASSIC (SM3);нонпю юлнпрхгюрнпю оепедмецн;SAMSUNG;йнпеъ, пеяосакхйю;7;1;993,20;794,56;744,90;
2427031000; ;NISSAN ALMERA CLASSIC (SM3) M/T;ондсьйю дбхцюрекъ оепедмъъ кебюъ;SAMSUNG;йнпеъ, пеяосакхйю;2;1;2 422,55;1 938,04;1 816,91;
2421031000; ;NISSAN ALMERA CLASSIC (SM3);ондсьйю дбхцюрекъ оепедмъъ опюбюъ;SAMSUNG;йнпеъ, пеяосакхйю;5;1;2 268,50;1 814,80;1 701,38;
4426031000; ;NISSAN ALMERA CLASSIC (SM3);ондьхомхй нонпш оепедмецн юлнпрхгюрнпю;SAMSUNG;йнпеъ, пеяосакхйю;9;1;479,05;383,24;359,29;
1672123900; ;NISSAN TEANA/MURANO/TERRANO/INFINITI EX35/37/I30/35;опнйкюдйю бшосяймнцн йнккейрнпю;SAMSUNG;йнпеъ, пеяосакхйю;3;1;575,25;460,20;431,44;
1254143910; ;NISSAN ALMERA CLASSIC (SM3);опнйкюдйю йкюоюммни йпшьйх;SAMSUNG;йнпеъ, пеяосакхйю;15;1;679,90;543,92;509,93;
1682151200; ;NISSAN ALMERA CLASSIC (SM3);опнйкюдйю опх╗лмни рпсаш;SAMSUNG;йнпеъ, пеяосакхйю;12;1;276,25;221,00;207,19;
1682351000; ;NISSAN ALMERA CLASSIC (SM3);опнйкюдйю опх╗лмни рпсаш;SAMSUNG;йнпеъ, пеяосакхйю;5;1;203,45;162,76;152,59;
1685431000; ;NISSAN ALMERA CLASSIC (SM3);опнйкюдйю опх╗лмни рпсаш;SAMSUNG;йнпеъ, пеяосакхйю;5;1;157,95;126,36;118,46;
2751151050; ;NISSAN ALMERA CLASSIC (SM3);опнйкюдйю рнокхбмнцн мюяняю;SAMSUNG;йнпеъ, пеяосакхйю;10;1;161,85;129,48;121,39;
5952131701; ;NISSAN ALMERA CLASSIC (SM3);пAдхюрнп йнмдхжхнмепю;SAMSUNG;йнпеъ, пеяосакхйю;1;1;18 386,55;14 709,24;13 789,91;
2241031710; ;NISSAN ALMERA CLASSIC (SM3) A/T;пюдхюрнп нукюфдемхъ дбхцюрекъ ю/р;SAMSUNG;йнпеъ, пеяосакхйю;2;1;11 912,55;9 530,04;8 934,41;
2241031700; ;NISSAN ALMERA CLASSIC (SM3) M/T;пюдхюрнп нукюфдемхъ дбхцюрекъ л/р;SAMSUNG;йнпеъ, пеяосакхйю;2;1;17 194,45;13 755,56;12 895,84;
2812241920; ;NISSAN ALMERA CLASSIC (SM3);пелемэ цемепюрнпю;SAMSUNG;йнпеъ, пеяосакхйю;5;1;921,05;736,84;690,79;
2812341920; ;NISSAN ALMERA CLASSIC (SM3);пелемэ цсп [3PK865];SAMSUNG;йнпеъ, пеяосакхйю;15;1;494,00;395,20;370,50;
2812321920; ;NISSAN TEANA/MURANO/MAXIMA/INFINITI I35;пелемэ цсп [4PK775];SAMSUNG;йнпеъ, пеяосакхйю;2;1;809,90;647,92;607,43;
1151042910; ;NISSAN ALMERA CLASSIC (SM3);яюкэмхй йнкембюкю гюдмхи;SAMSUNG;йнпеъ, пеяосакхйю;7;1;1 285,70;1 028,56;964,28;
1711043900; ;NISSAN ALMERA CLASSIC (SM3);ябевю гюфхцюмхъ;SAMSUNG;йнпеъ, пеяосакхйю;160;4;204,75;163,80;153,56;
1761041900; ;NISSAN ALMERA CLASSIC (SM3);ярюпреп;SAMSUNG;йнпеъ, пеяосакхйю;1;1;10 812,75;8 650,20;8 109,56;
546188879R; ;RENAULT FLUENCE (SM3);ярнийю оепедмецн ярюахкхгюрнпю;SAMSUNG;йнпеъ, пеяосакхйю;3;1;5 088,20;4 070,56;3 816,15;
4224052010; ;NISSAN TEANA (SM5);ярсохжю гюдмъъ;SAMSUNG;йнпеъ, пеяосакхйю;1;1;7 818,20;6 254,56;5 863,65;
4220131210; ;NISSAN ALMERA CLASSIC (SM3);ярсохжю гюдмъъ;SAMSUNG;йнпеъ, пеяосакхйю;10;1;5 146,70;4 117,36;3 860,03;
402022560R; ;NISSAN QASHQAI (2006-)/X-TRAIL (2007-);ярсохжю оепедмъъ;SAMSUNG;йнпеъ, пеяосакхйю;6;1;6 783,40;5 426,72;5 087,55;
8200074008; ;RENAULT FLUENCE (SM3);тюпю опнрхбнрслюммюъ;SAMSUNG;йнпеъ, пеяосакхйю;1;1;2 748,85;2 199,08;2 061,64;
5360131700; ;NISSAN ALMERA CLASSIC (SM3);тюпю опнрхбнрслюммюъ кебюъ;SAMSUNG;йнпеъ, пеяосакхйю;10;1;4 270,50;3 416,40;3 202,88;
5360231700; ;NISSAN ALMERA CLASSIC (SM3);тюпю опнрхбнрслюммюъ опюбюъ;SAMSUNG;йнпеъ, пеяосакхйю;8;1;4 142,45;3 313,96;3 106,84;
165464830R; ;RENAULT FLUENCE (SM3) 1.6;тхкэрп бнгдсьмши;SAMSUNG;йнпеъ, пеяосакхйю;39;1;933,40;746,72;700,05;
1642212900; ;NISSAN ALMERA CLASSIC (SM3);тхкэрп бнгдсьмши;SAMSUNG;йнпеъ, пеяосакхйю;281;1;721,50;577,20;541,13;
1521021920; ;NISSAN ALMERA CLASSIC (SM3);тхкэрп люякъмши;SAMSUNG;йнпеъ, пеяосакхйю;305;1;317,20;253,76;237,90;
3451332000; ;NISSAN ALMERA CLASSIC (SM3)/TIIDA/PRIMERA/NOTE/SUNNY/MICRA;тхкэрп люякъмши юйоо;SAMSUNG;йнпеъ, пеяосакхйю;4;1;1 358,50;1 086,80;1 018,88;
272772520R; ;RENAULT FLUENCE (SM3);тхкэрп яюкнммши;SAMSUNG;йнпеъ, пеяосакхйю;3;1;1 131,65;905,32;848,74;
4978031701; ;NISSAN ALMERA CLASSIC (SM3);ькюмц рнплнгмни гюдмхи опюбши;SAMSUNG;йнпеъ, пеяосакхйю;1;1;154,70;123,76;116,03;
7841032101; ;ACTYON SPORTS II (2012-);аювнй нлшбюрекъ;SSANGYONG;йнпеъ, пеяосакхйю;1;1;2 499,90;1 999,92;1 874,93;
7975032100; ;ACTYON SPORTS II;апшгцнбхй оепедмхи кебши;SSANGYONG;йнпеъ, пеяосакхйю;1;1;278,20;222,56;208,65;
2132009052; ;ACTYON (-2011)/KYRON 2.3-2.7 (-2011)/ACTN SPORTS;бемрхкърнп нукюфдемхъ дбхцюрекъ;SSANGYONG;йнпеъ, пеяосакхйю;2;1;14 827,15;11 861,72;11 120,36;
2132134122; ;ACTYON NEW (10.2012-);бемрхкърнп нукюфдемхъ дбхцюрекъ б яанпе A/T;SSANGYONG;йнпеъ, пеяосакхйю;3;1;30 999,80;24 799,84;23 249,85;
4431105000; ;MUSSO/IST;брскйю юлнпрхгюрнпю/ярнийх оепедмецн ярюахкхгюрнпю;SSANGYONG;йнпеъ, пеяосакхйю;4;1;29,90;23,92;22,43;
4471231000; ;ACTYON/KYRON (06.2006-)/REX(2004-);брскйю ярюахкхгюрнпю оепедмецн;SSANGYONG;йнпеъ, пеяосакхйю;1;1;100,10;80,08;75,08;
4471208000; ;REXTON (-05.2004);брскйю ярюахкхгюрнпю оепедмецн;SSANGYONG;йнпеъ, пеяосакхйю;20;1;55,90;44,72;41,93;
1611543402; ;MUSSO/KOR/REX/KYRON 2.3 GAS (-02.2002);цемепюрнп 115A;SSANGYONG;йнпеъ, пеяосакхйю;1;1;24 316,50;19 453,20;18 237,38;
6711540302; ;ACTYON NEW (2010-)/RODIUS (2012-);цемепюрнп 140A;SSANGYONG;йнпеъ, пеяосакхйю;1;1;18 328,70;14 662,96;13 746,53;
4893009800; ;REXTON (2012-)/KYRON (2012-)/ACTN SPORTS II;дюрвхй Aая гюдмхи;SSANGYONG;йнпеъ, пеяосакхйю;2;1;1 857,05;1 485,64;1 392,79;
6655420017; ;REXTON 2.0-2.7DSL (2004-)/KYRON (2005-)/ACTYON NEW/ACTYON (2006-)/ACTN SPORTS/RODIUS (2004-);дюрвхй дюбкемхъ люякю;SSANGYONG;йнпеъ, пеяосакхйю;1;1;711,10;568,88;533,33;
1625403817; ;REXTON 2.8-3.2GAS (2002-)/KYRON 3.2 (2006-);дюрвхй йхякнпндмши;SSANGYONG;йнпеъ, пеяосакхйю;1;1;3 985,80;3 188,64;2 989,35;
1610943648; ;ACTYON 2.3GAS (2007-)/ACTN SPORTS I/II/KYRON (2007-);дюрвхй пюяундю бнгдсую;SSANGYONG;йнпеъ, пеяосакхйю;5;1;3 714,10;2 971,28;2 785,58;
6650943248; ;REXTON (2013-)/KYRON (2013-)/ACTYON (2013-)/RODIUS;дюрвхй пюяундю бнгдсую;SSANGYONG;йнпеъ, пеяосакхйю;1;1;14 314,30;11 451,44;10 735,73;
4840134000; ;ACTYON NEW 2WD (08.2010-);дхяй рнплнгмни гюдмхи;SSANGYONG;йнпеъ, пеяосакхйю;4;1;2 907,45;2 325,96;2 180,59;
7895034000ACG; ;ACTYON NEW (2013-);гепйюкн мюпсфмне кебне щкейрпхвеяйне;SSANGYONG;йнпеъ, пеяосакхйю;2;1;9 643,40;7 714,72;7 232,55;
7892131022LAK; ;ACTYON (2008-)/ACTN SPORTS I/II;гепйюкн мюпсфмне опюбне щкейрпхвеяйне;SSANGYONG;йнпеъ, пеяосакхйю;2;1;8 492,25;6 793,80;6 369,19;
7894034030LAK; ;ACTYON NEW (2010-);гепйюкн мюпсфмне опюбне щкейрпхвеяйне;SSANGYONG;йнпеъ, пеяосакхйю;2;1;9 200,10;7 360,08;6 900,08;
1620783623; ;ACTYON NEW (2012-)/ACTYON 2.3 (2008-)/ACTN  SPORTS I/II/KYRON;хмфейрнп;SSANGYONG;йнпеъ, пеяосакхйю;7;1;2 396,55;1 917,24;1 797,41;
48130341A0; ;ACTYON NEW;йнкндйх рнплнгмше оепедмхе;SSANGYONG;йнпеъ, пеяосакхйю;21;1;2 845,70;2 276,56;2 134,28;
